"","Project Number","Baseline Year","Cycle ID","Operation Name","Operation Type","Lending Instrument","Operation Number","Country Name","Objective","min.cycle","objectives","objectives_indicators","objectives_units","Means of Verification","Long.op.name","objectives_indicators_units","health_gind","malaria_gind","covid_gind","calidad_gind","acceso_gind","morbilidad_gind","eficiencia_gind","equidad_gind"
"335","PR-L1167",2017,32,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","Loan Operation","Investment Loan","4872/OC-PR","Paraguay","The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",32,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES","/100.000 hab","MSPyBS/Subsistema de Información de Estadísticas Vitales (SSIEV). Indicadores Básicos de Salud (IBS)/Indicadores de Mortalidad (INDIMOR)","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+ Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES - /100.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"336","PR-L1167",2017,32,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","Loan Operation","Investment Loan","4872/OC-PR","Paraguay","The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",32,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de mortalidad prematura por enfermedades cerebrovasculares - Hombres","/100.000 hab","MSPyBS/Subsistema de Información de Estadísticas Vitales (SSIEV).","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+ Tasa de mortalidad prematura por enfermedades cerebrovasculares - Hombres - /100.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"337","PR-L1167",2017,32,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","Loan Operation","Investment Loan","4872/OC-PR","Paraguay","The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",32,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de mortalidad por cardiopatía isquémica - Mujeres","/100.000 hab","MSPyBS/Subsistema de Información de Estadísticas Vitales (SSIEV).","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+ Tasa de mortalidad por cardiopatía isquémica - Mujeres - /100.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"338","PR-L1167",2017,32,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","Loan Operation","Investment Loan","4872/OC-PR","Paraguay","The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",32,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de mortalidad por cardiopatía isquémica - Hombres","/100.000 hab","MSPyBS/Subsistema de Información de Estadísticas Vitales (SSIEV).","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+ Tasa de mortalidad por cardiopatía isquémica - Hombres - /100.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"339","PR-L1167",2017,32,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","Loan Operation","Investment Loan","4872/OC-PR","Paraguay","The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",32,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de mortalidad prematura por Diabetes Mellitus
(DM) - Hombres","/100.000 hab","MSPyBS/Subsistema de Información de Estadísticas Vitales (SSIEV). Indicadores Básicos de Salud (IBS)/Indicadores de Mortalidad (INDIMOR)","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+ Tasa de mortalidad prematura por Diabetes Mellitus
(DM) - Hombres - /100.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"340","PR-L1167",2017,32,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","Loan Operation","Investment Loan","4872/OC-PR","Paraguay","The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",32,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de Mortalidad neonatal","/1.000 nacidos vivos","MSPyBS/Subsistema de Información de Estadísticas Vitales (SSIEV). Indicadores Básicos de Salud (IBS)/Indicadores de Mortalidad (INDIMOR)","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+ Tasa de Mortalidad neonatal - /1.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"341","PR-L1190",2020,45,"Strengthening of the San Estanislao Hospital Services Network","Loan Operation","Investment Loan","5838/OC-PR","Paraguay","Is to improve the health status of the prioritized population through the extension of accessibility and effective coverage of quality health services. The specific objectives are: (i) to increase the resolution capacity of the supply of second- and third-level health services; and (ii) increase the efficiency and quality of care processes.",45,"+Mejorar el estado de salud de la población priorizada por medio de la extensión de la accesibilidad y cobertura efectiva de servicios de salud de calidad","Riesgo de muerte prematura por diabetes (Femenino)","Por cada 100.000 personas","Subsistema de Información de Estadísticas Vitales (SSIEV)","PR-L1190 - Strengthening of the San Estanislao Hospital Services Network","+ Riesgo de muerte prematura por diabetes (Femenino) - Por cada 100.000 personas",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"342","PR-L1190",2020,45,"Strengthening of the San Estanislao Hospital Services Network","Loan Operation","Investment Loan","5838/OC-PR","Paraguay","Is to improve the health status of the prioritized population through the extension of accessibility and effective coverage of quality health services. The specific objectives are: (i) to increase the resolution capacity of the supply of second- and third-level health services; and (ii) increase the efficiency and quality of care processes.",45,"+Mejorar el estado de salud de la población priorizada por medio de la extensión de la accesibilidad y cobertura efectiva de servicios de salud de calidad","Riesgo de muerte prematura por diabetes (Total)","Por cada 100.000 personas","Subsistema de Información de Estadísticas Vitales (SSIEV)","PR-L1190 - Strengthening of the San Estanislao Hospital Services Network","+ Riesgo de muerte prematura por diabetes (Total) - Por cada 100.000 personas",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"343","PR-L1190",2020,45,"Strengthening of the San Estanislao Hospital Services Network","Loan Operation","Investment Loan","5838/OC-PR","Paraguay","Is to improve the health status of the prioritized population through the extension of accessibility and effective coverage of quality health services. The specific objectives are: (i) to increase the resolution capacity of the supply of second- and third-level health services; and (ii) increase the efficiency and quality of care processes.",45,"+Mejorar el estado de salud de la población priorizada por medio de la extensión de la accesibilidad y cobertura efectiva de servicios de salud de calidad","Riesgo de muerte prematura por diabetes (Masculino)","Por cada 100.000 personas","Subsistema de Información de Estadísticas Vitales (SSIEV)","PR-L1190 - Strengthening of the San Estanislao Hospital Services Network","+ Riesgo de muerte prematura por diabetes (Masculino) - Por cada 100.000 personas",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"344","PR-L1190",2022,45,"Strengthening of the San Estanislao Hospital Services Network","Loan Operation","Investment Loan","5838/OC-PR","Paraguay","Is to improve the health status of the prioritized population through the extension of accessibility and effective coverage of quality health services. The specific objectives are: (i) to increase the resolution capacity of the supply of second- and third-level health services; and (ii) increase the efficiency and quality of care processes.",45,"+Mejorar el estado de salud de la población priorizada por medio de la extensión de la accesibilidad y cobertura efectiva de servicios de salud de calidad","Número de muertes maternas directas en hospitales del DSP en los últimos tres años","#","Subsistema de Información de Estadísticas Vitales (SSIEV)","PR-L1190 - Strengthening of the San Estanislao Hospital Services Network","+ Número de muertes maternas directas en hospitales del DSP en los últimos tres años - #",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
